stock_id,company_name,date,filename,note
000034,神州数码,2016年,神州数码(000034.SZ)_2017-03-30.pdf,无研发收入或解析错误
002752,昇兴股份,2015年,昇兴股份(002752.SZ)_2016-04-18.pdf,无研发收入或解析错误
002752,昇兴股份,2018年,昇兴股份(002752.SZ)_2019-04-27.pdf,无研发收入或解析错误
002473,圣莱达,2018年,圣莱达(002473.SZ)_2019-03-01.pdf,无研发收入或解析错误
002473,圣莱达,2018年,圣莱达(002473.SZ)_2019-08-30.pdf,无研发收入或解析错误
002602,世纪华通,2016年,世纪华通(002602.SZ)_2017-04-25.pdf,无研发收入或解析错误
000681,视觉中国,2017年,视觉中国(000681.SZ)_2018-04-24.pdf,无研发收入或解析错误
000959,首钢股份,2015年,首钢股份(000959.SZ)_2016-04-27.pdf,无研发收入或解析错误
000959,首钢股份,2016年,首钢股份(000959.SZ)_2017-03-30.pdf,无研发收入或解析错误
000959,首钢股份,2016年,首钢股份(000959.SZ)_2017-04-18.pdf,无研发收入或解析错误
000959,首钢股份,2016年,首钢股份(000959.SZ)_2017-06-17.pdf,无研发收入或解析错误
000959,首钢股份,2017年,首钢股份(000959.SZ)_2018-03-30.pdf,无研发收入或解析错误
000959,首钢股份,2018年,首钢股份(000959.SZ)_2019-04-26.pdf,无研发收入或解析错误
002665,首航节能,2018年,首航节能(002665.SZ)_2019-04-27.pdf,无研发收入或解析错误
002665,首航节能,2018年,首航节能(002665.SZ)_2019-05-11.pdf,无研发收入或解析错误
300038,数知科技,2015年,数知科技(300038.SZ)_2016-04-23.pdf,无研发收入或解析错误
002481,双塔食品,2018年,双塔食品(002481.SZ)_2019-04-16.pdf,无研发收入或解析错误
002395,双象股份,2016年,双象股份(002395.SZ)_2017-04-11.pdf,无研发收入或解析错误
002352,顺丰控股,2018年,顺丰控股(002352.SZ)_2019-03-16.pdf,无研发收入或解析错误
002352,顺丰控股,2018年,顺丰控股(002352.SZ)_2019-03-18.pdf,无研发收入或解析错误
002138,顺络电子,2017年,顺络电子(002138.SZ)_2018-02-28.pdf,无研发收入或解析错误
002538,司尔特,2015年,司尔特(002538.SZ)_2016-03-10.pdf,无研发收入或解析错误
002538,司尔特,2017年,司尔特(002538.SZ)_2018-06-07.pdf,无研发收入或解析错误
002405,四维图新,2017年,四维图新(002405.SZ)_2018-04-26.pdf,无研发收入或解析错误
200570,苏常柴Ｂ,2016年,苏常柴Ｂ(200570.SZ)_2017-04-13.pdf,无研发收入或解析错误
200581,苏威孚Ｂ,2017年,苏威孚Ｂ(200581.SZ)_2018-04-17.pdf,无研发收入或解析错误
002368,太极股份,2017年,太极股份(002368.SZ)_2018-03-31.pdf,无研发收入或解析错误
300146,汤臣倍健,2018年,汤臣倍健(300146.SZ)_2019-02-28.pdf,无研发收入或解析错误
000630,铜陵有色,2016年,铜陵有色(000630.SZ)_2017-04-12.pdf,无研发收入或解析错误
002624,完美世界,2015年,完美世界(002624.SZ)_2016-04-29.pdf,无研发收入或解析错误
000559,万向钱潮,2017年,万向钱潮(000559.SZ)_2018-03-30.pdf,无研发收入或解析错误
000534,万泽股份,2015年,万泽股份(000534.SZ)_2016-03-22.pdf,无研发收入或解析错误
002485,希努尔,2018年,希努尔(002485.SZ)_2019-04-16.pdf,无研发收入或解析错误
002767,先锋电子,2016年,先锋电子(002767.SZ)_2017-04-25.pdf,无研发收入或解析错误
000678,襄阳轴承,2015年,襄阳轴承(000678.SZ)_2016-04-27.pdf,无研发收入或解析错误
300629,新劲刚,2017年,新劲刚(300629.SZ)_2018-03-31.pdf,无研发收入或解析错误
300248,新开普,2018年,新开普(300248.SZ)_2019-03-30.pdf,无研发收入或解析错误
300248,新开普,2018年,新开普(300248.SZ)_2019-04-01.pdf,无研发收入或解析错误
002341,新纶科技,2016年,新纶科技(002341.SZ)_2017-04-25.pdf,无研发收入或解析错误
002341,新纶科技,2016年,新纶科技(002341.SZ)_2017-05-27.pdf,无研发收入或解析错误
002480,新筑股份,2017年,新筑股份(002480.SZ)_2018-03-30.pdf,无研发收入或解析错误
002105,信隆健康,2016年,信隆健康(002105.SZ)_2017-04-19.pdf,无研发收入或解析错误
002355,兴民智通,2015年,兴民智通(002355.SZ)_2016-04-15.pdf,无研发收入或解析错误
300043,星辉娱乐,2017年,星辉娱乐(300043.SZ)_2018-04-28.pdf,无研发收入或解析错误
002291,星期六,2016年,星期六(002291.SZ)_2017-04-25.pdf,无研发收入或解析错误
002733,雄韬股份,2016年,雄韬股份(002733.SZ)_2017-03-31.pdf,无研发收入或解析错误
002639,雪人股份,2017年,雪人股份(002639.SZ)_2018-04-28.pdf,无研发收入或解析错误
300467,迅游科技,2017年,迅游科技(300467.SZ)_2018-04-25.pdf,无研发收入或解析错误
002732,燕塘乳业,2016年,燕塘乳业(002732.SZ)_2017-02-28.pdf,无研发收入或解析错误
002751,易尚展示,2016年,易尚展示(002751.SZ)_2017-03-07.pdf,无研发收入或解析错误
300020,银江股份,2015年,银江股份(300020.SZ)_2016-04-19.pdf,无研发收入或解析错误
000635,英 力 特,2017年,英 力 特(000635.SZ)_2018-03-28.pdf,无研发收入或解析错误
000663,永安林业,2017年,永安林业(000663.SZ)_2018-04-26.pdf,无研发收入或解析错误
300712,永福股份,2017年,永福股份(300712.SZ)_2018-04-23.pdf,无研发收入或解析错误
002063,远光软件,2017年,远光软件(002063.SZ)_2018-04-27.pdf,无研发收入或解析错误
002181,粤 传 媒,2015年,粤 传 媒(002181.SZ)_2016-04-22.pdf,无研发收入或解析错误
002059,云南旅游,2017年,云南旅游(002059.SZ)_2018-04-02.pdf,无研发收入或解析错误
002059,云南旅游,2018年,云南旅游(002059.SZ)_2019-04-24.pdf,无研发收入或解析错误
000878,云南铜业,2016年,云南铜业(000878.SZ)_2017-03-29.pdf,无研发收入或解析错误
002539,云图控股,2016年,云图控股(002539.SZ)_2017-04-28.pdf,无研发收入或解析错误
002069,獐子岛,2016年,獐子岛(002069.SZ)_2017-03-21.pdf,无研发收入或解析错误
300158,振东制药,2017年,振东制药(300158.SZ)_2018-04-21.pdf,无研发收入或解析错误
002298,中电兴发,2016年,中电兴发(002298.SZ)_2017-04-26.pdf,无研发收入或解析错误
002189,中光学,2017年,中光学(002189.SZ)_2018-01-31.pdf,无研发收入或解析错误
000768,中航飞机,2016年,中航飞机(000768.SZ)_2017-03-14.pdf,无研发收入或解析错误
002129,中环股份,2015年,中环股份(002129.SZ)_2016-03-09.pdf,无研发收入或解析错误
300496,中科创达,2018年,中科创达(300496.SZ)_2019-04-26.pdf,无研发收入或解析错误
000157,中联重科,2018年,中联重科(000157.SZ)_2019-03-30.pdf,无研发收入或解析错误
002423,中粮资本,2015年,中粮资本(002423.SZ)_2016-04-29.pdf,无研发收入或解析错误
300052,中青宝,2015年,中青宝(300052.SZ)_2016-03-25.pdf,无研发收入或解析错误
002511,中顺洁柔,2015年,中顺洁柔(002511.SZ)_2016-04-26.pdf,无研发收入或解析错误
001696,宗申动力,2016年,宗申动力(001696.SZ)_2017-06-30.pdf,无研发收入或解析错误
