,,,,,,,,,电子商务,,北京,,,,,,,,,2010.0,,,,,,,,83.0,酒仙网,10.0,,,,,,
,,,,,,,,,新媒体,,北京,,,,,,,,,2010.0,,,,,,,,83.0,36氪,10.0,,,,,,
,,,,,,,,,电子商务,,上海,,,,,,,,,2010.0,,,,,,,,83.0,洋码头,10.0,,,,,,
,,,,,,,,,房地产,,上海,,,,,,,,,2010.0,,,,,,,,83.0,魔方公寓,10.0,,,,,,
,,,,,,,,,电子商务,,北京,,,,,,,,,2011.0,,,,,,,,83.0,蜜芽宝贝,10.0,,,,,,
,,,,,,,,,互联网金融,,北京,,,,,,,,,2011.0,,,,,,,,83.0,融360,10.0,,,,,,
,,,,,,,,,大健康,,北京,,,,,,,,,2011.0,,,,,,,,83.0,春雨医生,10.0,,,,,,
,,,,,,,,,电子商务,,北京,,,,,,,,,2011.0,,,,,,,,83.0,瓜子二手车,10.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,10.0,信达生物制药,大健康,2011.0,苏州,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,10.0,geo集奥聚合,大数据,2012.0,北京,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,10.0,纳恩博,交通出行,2012.0,北京,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,10.0,云知声,人工智能,2012.0,北京,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,10.0,知乎,社交,2012.0,北京,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,10.0,触宝科技,软件应用,2012.0,上海,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,10.0,ii万能钥匙,软件应用,2012.0,上海,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,10.0,辣妈帮,社交,2012.0,深圳,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,10.0,优必选科技,人工智能,2012.0,深圳,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,10.0,车猫二手车,电子商务,2012.0,杭州,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,10.0,51信用卡,互联网金融,2012.0,杭州,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,10.0,卷皮,电子商务,2012.0,武汉,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,10.0,孩子王,电子商务,2012.0,南京,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,10.0, VIPKID,互联网教育,2013.0,北京,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,10.0,小红书,电子商务,2013.0,上海,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,10.0,美菜网,电子商务,2014.0,北京,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,北京,83.0,,10.0,,,,,云鸟配送,物流
,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,北京,83.0,,10.0,,,,,ofo共享单车,交通出行
,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,北京,83.0,,10.0,,,,,商汤科技,人工智能
,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,杭州,83.0,,10.0,,,,,贝贝网,电子商务
,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,杭州,83.0,,10.0,,,,,拼多多,电子商务
,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,天津,83.0,,10.0,,,,,乐道互动,文化娱乐
,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,武汉,83.0,,10.0,,,,,斗鱼,文化娱乐
,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,贵阳,83.0,,10.0,,,,,货车帮,物流
,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,北京,83.0,,10.0,,,,,优客工场,企业服务
,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,北京,83.0,,10.0,,,,,映客,文化娱乐
,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,深圳,83.0,,10.0,,,,,碳云智能,大健康
,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,广州,83.0,,10.0,,,,,360健康,大健康
